direction,point_id,x_rect,y_rect
south,0,375,751
south,1,375,692
south,2,374,631
south,3,374,565
south,4,373,495
south,5,442,751
south,6,444,693
south,7,446,632
south,8,447,566
south,9,449,496
south,10,509,752
south,11,512,695
south,12,516,633
south,13,520,568
south,14,525,497
