direction,point_id,x_rect,y_rect
west,0,778,472
west,1,719,473
west,2,657,474
west,3,592,475
west,4,523,477
west,5,778,406
west,6,719,406
west,7,658,405
west,8,593,404
west,9,524,403
west,10,779,340
west,11,720,337
west,12,659,335
west,13,594,332
west,14,525,330
