direction,point_id,x_rect,y_rect
center,0,349,341
center,1,381,342
center,2,413,343
center,3,444,343
center,4,474,342
center,5,349,373
center,6,381,372
center,7,413,372
center,8,444,373
center,9,475,372
center,10,350,404
center,11,381,404
center,12,412,404
center,13,444,404
center,14,475,404
center,15,350,436
center,16,381,436
center,17,412,435
center,18,444,435
center,19,475,435
center,20,349,468
center,21,380,466
center,22,412,466
center,23,444,468
center,24,476,467
