direction,point_id,x_rect,y_rect
south,0,323,767
south,1,319,709
south,2,314,647
south,3,309,576
south,4,302,495
south,5,397,767
south,6,396,710
south,7,397,647
south,8,396,576
south,9,396,496
south,10,472,767
south,11,475,711
south,12,479,647
south,13,484,577
south,14,490,497
