direction,point_id,x_rect,y_rect
west,0,818,490
west,1,756,493
west,2,688,497
west,3,609,502
west,4,522,507
west,5,818,409
west,6,757,409
west,7,688,408
west,8,611,407
west,9,523,406
west,10,819,328
west,11,758,324
west,12,688,319
west,13,611,312
west,14,524,306
