direction,point_id,u_L,v_L,u_L_gt,v_L_gt,error_L
center,0,356.8315640509302,321.4412778060954,357,321,0.4723312091016421
center,1,396.99896911474866,320.82037774249665,397,320,0.8203783902007018
center,2,438.35449452655865,321.6975787733905,438,320,1.7341972382707806
center,3,479.42123087289576,322.44025034318315,479,321,1.5005853855478244
center,4,516.1369891821224,323.6850752486741,516,323,0.698637339658012
center,5,355.90484197209025,361.26225466887166,356,360,1.2658364425801552
center,6,395.8760080706285,359.46757484194706,396,359,0.48373570404828237
center,7,438.1491064871799,359.6867382329525,438,359,0.7027390305923383
center,8,479.27611246043455,360.84208570594245,479,360,0.8861977358128472
center,9,517.4011201970093,361.8435831716306,517,362,0.4305387748460109
center,10,355.74886525804664,401.5270781719618,356,401,0.5838493452720449
center,11,395.70014201359794,401.5069173701473,396,401,0.588965221525117
center,12,438.4133368405932,401.5590434038451,438,401,0.6952530986441734
center,13,479.27734205349975,402.4824954478646,479,403,0.587136761002334
center,14,518.3977909360818,401.4456636141282,518,401,0.5973723175597143
center,15,354.7114492685549,443.2795067400203,355,443,0.4017281945971468
center,16,395.8647261685428,443.54449696736816,396,443,0.5610489791009647
center,17,438.07651889870965,442.7907258043956,438,443,0.22282466381799806
center,18,478.21585643620904,442.6104650791951,478,443,0.44534419899596905
center,19,517.4380248735057,441.5957476347169,517,442,0.5960585245147366
center,20,357.0134098343973,482.04221168732886,357,481,1.0422979539764192
center,21,395.90655823691486,481.7703088390749,396,482,0.24797054763736098
center,22,437.1140177467498,482.3657589255296,437,483,0.6444080905135383
center,23,477.2374537908283,482.6123588086183,477,482,0.6567858199376272
center,24,516.1832767467506,480.34000818439074,516,480,0.3862588916156802
east,0,558.0197325239142,353.63610900085365,558,353,0.6364149852628025
east,1,582.0124585147978,345.45782843738505,582,345,0.45799791775662085
east,2,615.2537043749421,333.7000502748767,615,333,0.7446047926381327
east,3,661.4010343618147,317.509088362308,661,317,0.6480736995076637
east,4,722.1924403770854,295.6184242958437,722,295,0.6476742301670845
east,5,559.4217016613006,401.429006738318,559,401,0.6015638558506852
east,6,584.4020175795583,401.4108711090832,584,401,0.5748331954168879
east,7,618.1305674710845,401.3617397961265,618,401,0.3845822988738203
east,8,666.421143670146,401.7939706549177,666,402,0.46883907893759835
east,9,734.1509635530093,402.0741442153464,734,402,0.16818846276284802
east,10,558.0698192335503,449.24467514084466,558,449,0.25444183995740893
east,11,582.0769026674227,457.9238351713552,582,458,0.10823632190357776
east,12,614.3061745486817,470.1097523093134,614,470,0.3252513238406365
east,13,660.4476897557782,486.1780481424764,660,486,0.48179586804796115
east,14,721.9521822277873,508.19371876006744,722,509,0.8076979492400453
north,0,348.94177875610353,694.3914157516324,349,694,0.39572212961471337
north,1,365.89109774318536,627.4601106930469,366,627,0.47282295988605344
north,2,376.9688615440017,580.6382030586916,377,580,0.6389622426757893
north,3,384.89865192365505,548.3224609684321,385,548,0.3380125866605962
north,4,389.8876202044604,525.916533098539,390,525,0.9233970647360269
north,5,467.06414034986614,697.612418795831,467,697,0.6157684353456505
north,6,457.0427892056382,629.0222876709973,457,629,0.04824579150178848
north,7,449.002403895217,582.0337156989688,449,582,0.033801287980883485
north,8,445.04098333267274,548.5398012844742,445,548,0.5413548376775701
north,9,442.0483174459713,525.614825367286,442,525,0.6167210129739166
north,10,572.02781693881,676.9701465958321,572,677,0.04080450741241105
north,11,540.1791188779378,618.9958948436686,540,619,0.1791659140076185
north,12,516.1903802856189,575.829994660622,516,575,0.8515490530869806
north,13,502.0630143919517,546.3820272009577,502,546,0.38718935401770144
north,14,488.09140031929746,522.8441069292272,488,522,0.8490409450297969
south,0,391.01311694235545,278.7603460439488,391,278,0.760459177553501
south,1,386.0406452737355,255.8781125637816,386,255,0.8790527361587164
south,2,376.94546908506516,223.35993061505232,377,223,0.3640380039715262
south,3,365.1273279992647,176.29984710174793,365,175,1.306068492583465
south,4,348.2060056406908,109.33591013083941,348,108,1.3517004851947791
south,5,440.1137584820238,279.0247932669736,440,278,1.0310878877509575
south,6,444.0189135191389,255.3646479775525,444,255,0.3651381502107678
south,7,449.04157662161964,222.19163953165648,449,222,0.19609774491007473
south,8,456.02977031614967,174.25384820445356,456,174,0.25558791565320155
south,9,466.061592492444,105.3652544382436,466,104,1.3666430829844713
south,10,488.2116096667568,280.5185592180061,488,280,0.5600734895029391
south,11,500.1734593413241,258.23973204931525,500,258,0.2959047119622667
south,12,517.0489517976745,227.34713694682307,517,227,0.3505714454219085
south,13,540.167085590486,185.03173005080927,540,185,0.17007172214215632
south,14,573.9256666080865,126.7835579593289,574,126,0.7870759358416655
west,0,320.8373392754557,451.7897135171567,321,451,0.806291479856575
west,1,300.93645289344835,461.70572627548677,301,461,0.7085815483510084
west,2,271.7669695444979,475.52083888757625,272,475,0.5705929722693575
west,3,228.76508513006115,497.04582128177015,229,496,1.0718801936418711
west,4,164.7616233701562,528.9722053113923,165,529,0.23999158812443594
west,5,319.962341365903,402.06692062730826,320,402,0.07678895155804123
west,6,298.6793871538245,402.61610658645156,299,402,0.6945357607796375
west,7,268.60679359109264,402.68012161571306,269,402,0.7856059394925481
west,8,222.66918970423558,403.3255852959218,223,402,1.3662400332840123
west,9,148.82539429553276,403.53916593815796,149,402,1.5490380683566778
west,10,320.8943662815932,352.3907868783115,321,352,0.40481213757108997
west,11,300.0976189508375,343.0707326470052,300,342,1.075173409699718
west,12,271.9290428270997,329.64929033441643,272,329,0.6531560753392789
west,13,229.09122633105966,308.35583409910004,229,307,1.3588996827437312
west,14,164.10142832334185,278.73051796795454,164,277,1.7334878546414598
