direction,point_id,x_rect,y_rect
north,0,305,309
north,1,312,229
north,2,318,160
north,3,323,99
north,4,327,46
north,5,398,308
north,6,399,228
north,7,398,160
north,8,400,99
north,9,400,45
north,10,490,307
north,11,485,228
north,12,480,159
north,13,476,99
north,14,471,43
