direction,point_id,x_rect,y_rect
east,0,64,325
east,1,127,318
east,2,199,311
east,3,282,302
east,4,380,292
east,5,65,407
east,6,128,407
east,7,199,406
east,8,282,405
east,9,382,404
east,10,66,491
east,11,129,496
east,12,200,502
east,13,284,509
east,14,383,517
