direction,point_id,x_rect,y_rect
north,0,369,361
north,1,371,286
north,2,373,216
north,3,374,153
north,4,374,96
north,5,453,361
north,6,450,285
north,7,448,216
north,8,446,153
north,9,444,96
north,10,534,360
north,11,528,285
north,12,522,215
north,13,517,152
north,14,513,94
