direction,point_id,x_rect,y_rect
center,0,352,321
center,1,393,320
center,2,435,321
center,3,477,321
center,4,518,322
center,5,351,362
center,6,393,362
center,7,435,362
center,8,477,362
center,9,518,363
center,10,351,405
center,11,393,404
center,12,435,404
center,13,477,405
center,14,519,405
center,15,351,447
center,16,393,446
center,17,435,446
center,18,477,447
center,19,518,446
center,20,351,488
center,21,392,488
center,22,435,488
center,23,477,488
center,24,518,488
