direction,point_id,x_rect,y_rect
north,0,301,370
north,1,308,284
north,2,314,208
north,3,320,142
north,4,325,83
north,5,397,369
north,6,398,283
north,7,399,207
north,8,399,141
north,9,400,82
north,10,494,368
north,11,488,282
north,12,483,206
north,13,478,141
north,14,472,81
