direction,point_id,x_rect,y_rect
west,0,776,492
west,1,709,496
west,2,634,501
west,3,549,505
west,4,455,511
west,5,777,409
west,6,710,408
west,7,634,407
west,8,550,406
west,9,455,406
west,10,777,326
west,11,710,320
west,12,636,315
west,13,551,308
west,14,458,301
