direction,point_id,x_rect,y_rect
center,0,341,334
center,1,376,335
center,2,411,335
center,3,447,335
center,4,482,334
center,5,342,369
center,6,376,369
center,7,411,369
center,8,447,369
center,9,481,369
center,10,341,405
center,11,376,404
center,12,411,404
center,13,447,404
center,14,481,404
center,15,342,440
center,16,376,440
center,17,411,439
center,18,447,439
center,19,481,440
center,20,342,474
center,21,376,474
center,22,411,474
center,23,447,474
center,24,481,474
