direction,point_id,x_rect,y_rect
west,0,737,473
west,1,676,474
west,2,613,475
west,3,544,476
west,4,474,477
west,5,738,406
west,6,677,405
west,7,613,404
west,8,546,403
west,9,473,403
west,10,739,338
west,11,678,336
west,12,614,333
west,13,546,331
west,14,475,328
