direction,point_id,x_rect,y_rect
east,0,89,328
east,1,153,324
east,2,224,319
east,3,304,314
east,4,390,308
east,5,90,407
east,6,154,406
east,7,225,405
east,8,305,404
east,9,392,403
east,10,90,484
east,11,154,488
east,12,226,491
east,13,306,495
east,14,393,500
