direction,point_id,x_rect,y_rect
center,0,316,278
center,1,379,278
center,2,442,279
center,3,506,279
center,4,568,280
center,5,315,341
center,6,379,341
center,7,443,341
center,8,506,342
center,9,568,343
center,10,314,405
center,11,379,405
center,12,443,405
center,13,506,406
center,14,569,405
center,15,315,469
center,16,378,469
center,17,442,469
center,18,506,469
center,19,569,469
center,20,314,533
center,21,378,534
center,22,443,533
center,23,506,532
center,24,569,532
