direction,point_id,x_rect,y_rect
center,0,300,299
center,1,353,299
center,2,406,299
center,3,460,299
center,4,512,299
center,5,300,352
center,6,352,351
center,7,406,352
center,8,459,352
center,9,512,352
center,10,299,406
center,11,352,405
center,12,406,405
center,13,459,405
center,14,513,405
center,15,299,459
center,16,352,459
center,17,406,459
center,18,460,459
center,19,513,458
center,20,299,513
center,21,352,513
center,22,406,513
center,23,460,512
center,24,513,512
