direction,point_id,u_R,v_R,u_R_gt,v_R_gt,error_R
center,0,313.51974260698034,305.61689840804985,314,307,1.4641096875593298
center,1,358.7626877684736,302.5689545986536,359,304,1.450588858342276
center,2,408.8356082213411,300.4549754242338,409,302,1.5537456666430915
center,3,459.99339275098663,302.1081419625373,460,303,0.89188251172808
center,4,508.0827420730034,303.7921473676665,508,305,1.2106833739999594
center,5,310.76187302472954,352.2635611741171,311,353,0.7739810079189421
center,6,356.86964333253275,350.9587176793203,357,352,1.0494101829662823
center,7,407.91583290411756,349.9750562211269,408,351,1.0283938204209089
center,8,460.96425250983975,349.77770372466233,461,351,1.222818902273389
center,9,510.0642311497149,351.7779136489395,510,352,0.23118820887118938
center,10,309.82599692295105,402.4719245364932,310,403,0.5560042859371092
center,11,355.91366636197586,401.5157764744037,356,402,0.49185965457169445
center,12,407.6118493386868,401.6580060149257,408,402,0.5173208112040983
center,13,462.02488113181147,402.09300234540564,462,402,0.09627308539342169
center,14,511.06561380433806,402.08499434532354,511,402,0.10737415916639069
center,15,310.78317602620814,452.0659309700166,311,452,0.22662640715111884
center,16,356.9362512020422,454.5208091546585,357,455,0.48341263481645663
center,17,408.9769999258019,455.0417409995315,409,455,0.04765830940146474
center,18,461.03243493980347,454.80643377339356,461,455,0.1962648960020828
center,19,510.0681655612227,453.3671164262857,510,453,0.37339123474659164
center,20,314.91182155858496,498.2699296819997,315,498,0.28396737621574003
center,21,359.88541055429835,502.24968492492405,360,502,0.2747240484568884
center,22,408.9774019119442,503.32048868854423,409,503,0.32128441149327375
center,23,460.03234368820415,502.960368664321,460,503,0.05115424649381882
center,24,507.14482139748776,500.89511366955503,507,501,0.17881381234266902
east,0,560.4005901038889,338.61834806416687,560,339,0.5532907295978511
east,1,595.1063765634756,323.16491412811604,595,324,0.8418339424595983
east,2,645.2635773271462,300.03956406210426,645,301,0.9959468852239088
east,3,719.2072987895899,265.16149695492993,719,266,0.8637477321285553
east,4,563.3087602400108,401.60046131547756,563,402,0.5049396461374668
east,5,598.350037664306,401.6512807938364,598,402,0.4940966010611361
east,6,652.9994357927827,401.74672606407665,653,402,0.2532745643523787
east,7,738.1882800671842,401.93496133883673,738,402,0.19919691550023166
east,8,561.3244810799254,465.05979871812804,561,465,0.3299452347273498
east,9,595.1330017000421,480.6354134768995,595,481,0.38808863039337577
east,10,645.2903833351977,504.4543070764005,645,504,0.5391821594119145
east,11,719.2273998859888,538.4751453896226,719,538,0.5267578660327439
north,0,272.8471278671169,706.555863859486,273,706,0.5765019681621603
north,1,303.83653539232427,643.2689371220252,304,643,0.31471868957182375
north,2,327.85172638249213,592.9833984302804,328,593,0.1492001265616869
north,3,345.9949133229338,557.8205846297928,346,558,0.179487462933056
north,4,389.991167884669,731.8226293191451,390,732,0.17759044086928905
north,5,397.9553986076116,655.2877448695345,398,655,0.29118103328760986
north,6,402.98774775693465,599.2860432992318,403,599,0.2863055823687918
north,7,406.9625686883459,560.7229944672231,407,561,0.2795231086711169
north,8,519.0936674357223,723.3979975861787,519,723,0.40887121091959255
north,9,496.08494662313655,651.0859403635341,496,651,0.1208373901847825
north,10,480.0274653806148,597.0938358688193,480,597,0.09777278460482826
north,11,469.0372147709007,559.6984537112074,469,560,0.30383400642087255
south,0,516.10403616864,78.71433719932139,516,80,1.2898652493319074
south,1,495.12953631862194,153.647200309094,495,155,1.3589873662243972
south,2,478.08956266037444,207.6931352338475,478,209,1.3099301459025123
south,3,468.008163691061,245.0722430592065,468,246,0.9277928578310214
south,4,386.7723394583075,70.14924442572766,387,72,1.864705209394736
south,5,394.85244166012774,149.4267157636624,395,151,1.58018883427717
south,6,401.89599050946606,205.72116738700055,402,207,1.2830552701236744
south,7,403.95628477656936,244.2633630194745,404,245,0.737932965680028
south,8,268.5615481959752,96.57961468754263,269,98,1.4865175479277788
south,9,301.52574143067204,161.2491975739662,302,163,1.8138992049137799
south,10,326.74647163112235,211.6588061731957,327,213,1.3649459750787671
south,11,343.7516815298683,246.91838978996932,344,248,1.1097489396485853
west,0,101.40266382600095,282.62133789622794,102,284,1.5025044762479158
west,1,168.4690216536622,308.0241178583825,169,309,1.110983329581307
west,2,220.60788716678687,327.2218773007205,221,328,0.8713365647695696
west,3,257.4586216873745,341.06919716945623,258,342,1.076793567370059
west,4,86.72598937235176,403.9585639099815,87,405,1.0768801946629194
west,5,160.5044233586454,402.7519215663919,161,404,1.3428685653830599
west,6,216.75908245640144,402.84885800081065,217,404,1.176082125155898
west,7,255.62310169880928,402.40503550415065,256,403,0.7042975796932196
west,8,102.7090559620695,523.0967992894725,103,523,0.3066244211567161
west,9,169.7111531131635,497.6109319911145,170,498,0.48456830227869135
west,10,220.62273938332564,477.98358493850026,221,478,0.37761756730528423
west,11,258.95692852642355,464.26792317190774,259,465,0.7333427807414974
