direction,point_id,x_rect,y_rect
north,0,266,326
north,1,275,218
north,2,282,122
north,3,290,38
north,4,389,326
north,5,390,216
north,6,391,121
north,7,392,37
north,8,513,324
north,9,505,215
north,10,499,120
north,11,493,36
