direction,point_id,x_rect,y_rect
west,0,495,290
west,1,598,298
west,2,690,305
west,3,772,312
west,4,493,407
west,5,597,408
west,6,689,409
west,7,771,410
west,8,491,524
west,9,596,518
west,10,688,512
west,11,771,508
