direction,point_id,x_rect,y_rect
west,0,505,320
west,1,584,324
west,2,659,327
west,3,730,329
west,4,504,404
west,5,584,404
west,6,658,405
west,7,729,406
west,8,503,487
west,9,583,485
west,10,658,484
west,11,728,483
