direction,point_id,x_rect,y_rect
south,0,472,463
south,1,470,528
south,2,467,589
south,3,466,647
south,4,403,462
south,5,403,527
south,6,403,588
south,7,401,646
south,8,334,462
south,9,336,527
south,10,338,588
south,11,339,646
