direction,point_id,x_rect,y_rect
east,0,106,320
east,1,176,313
east,2,255,305
east,3,349,295
east,4,108,407
east,5,177,406
east,6,256,405
east,7,350,404
east,8,109,494
east,9,178,500
east,10,258,506
east,11,352,514
