direction,point_id,x_rect,y_rect
north,0,360,328
north,1,362,240
north,2,363,160
north,3,364,87
north,4,457,327
north,5,454,239
north,6,451,159
north,7,449,86
north,8,552,326
north,9,545,238
north,10,537,158
north,11,532,85
