direction,point_id,x_rect,y_rect
center,0,236,244
center,1,317,244
center,2,398,245
center,3,480,246
center,4,559,247
center,5,235,325
center,6,317,325
center,7,398,324
center,8,480,325
center,9,560,326
center,10,234,406
center,11,316,406
center,12,398,406
center,13,480,406
center,14,560,406
center,15,233,489
center,16,316,489
center,17,398,488
center,18,481,488
center,19,561,487
center,20,232,573
center,21,315,572
center,22,399,571
center,23,481,570
center,24,562,569
