direction,point_id,x_rect,y_rect
center,0,261,212
center,1,358,214
center,2,455,214
center,3,550,216
center,4,645,217
center,5,260,309
center,6,357,309
center,7,455,309
center,8,551,310
center,9,645,311
center,10,259,406
center,11,357,406
center,12,456,406
center,13,552,407
center,14,646,406
center,15,259,504
center,16,357,505
center,17,455,505
center,18,552,504
center,19,647,503
center,20,258,603
center,21,356,603
center,22,455,602
center,23,551,601
center,24,648,600
