direction,point_id,x_rect,y_rect
center,0,294,252
center,1,371,253
center,2,447,253
center,3,523,254
center,4,598,255
center,5,294,329
center,6,370,328
center,7,448,328
center,8,524,329
center,9,599,330
center,10,293,406
center,11,370,405
center,12,447,405
center,13,524,406
center,14,599,406
center,15,292,483
center,16,370,483
center,17,447,483
center,18,524,483
center,19,599,482
center,20,292,561
center,21,369,561
center,22,448,560
center,23,524,559
center,24,600,559
