direction,point_id,x_rect,y_rect
center,0,275,277
center,1,339,277
center,2,403,277
center,3,468,278
center,4,531,278
center,5,274,341
center,6,338,341
center,7,403,341
center,8,467,341
center,9,531,342
center,10,274,406
center,11,338,405
center,12,403,405
center,13,467,405
center,14,532,405
center,15,273,470
center,16,338,471
center,17,403,471
center,18,468,470
center,19,532,470
center,20,272,537
center,21,337,536
center,22,404,536
center,23,468,535
center,24,533,534
