direction,point_id,x_rect,y_rect
south,0,490,423
south,1,487,511
south,2,484,596
south,3,481,676
south,4,397,421
south,5,396,511
south,6,396,595
south,7,394,676
south,8,303,421
south,9,305,509
south,10,307,594
south,11,309,675
