direction,point_id,x_rect,y_rect
center,0,318,314
center,1,363,314
center,2,408,314
center,3,454,314
center,4,499,315
center,5,318,359
center,6,363,359
center,7,408,360
center,8,454,359
center,9,499,359
center,10,317,405
center,11,362,405
center,12,408,404
center,13,454,404
center,14,499,405
center,15,317,451
center,16,362,451
center,17,408,450
center,18,454,450
center,19,499,450
center,20,317,497
center,21,362,496
center,22,408,497
center,23,454,496
center,24,500,496
