direction,point_id,u_L,v_L,u_L_gt,v_L_gt,error_L
center,0,331.07991174197883,291.12071884097026,331,290,1.1235642424943062
center,1,385.9987018648345,287.6728285178585,386,287,0.6728297701488414
center,2,443.0899429999236,287.13230405969136,443,286,1.1358706910686633
center,3,499.2308232184649,289.74889758997506,499,289,0.7836625284221107
center,4,550.3556067260862,294.67482220138425,550,294,0.7627851251294954
center,5,326.96758167284156,344.78879349292407,327,344,0.7894593861720238
center,6,383.8901923331309,342.6704137287858,384,342,0.6793469595484151
center,7,443.1790972303476,343.2108102291871,443,342,1.2239841620798229
center,8,501.3312027033294,343.56577727129576,501,343,0.6555906889268366
center,9,555.0998567674328,346.3205992101687,555,346,0.3357904518638664
center,10,325.54328253857784,402.5932496793549,326,402,0.7486895362048435
center,11,382.78498791043387,402.03258857274676,383,401,1.054736630266905
center,12,444.3918514446517,401.531710226653,444,401,0.6605023238437572
center,13,503.2908348437114,401.9283702069104,503,402,0.29952584792418907
center,14,555.3510583556441,402.4053003058413,555,402,0.536199875962879
center,15,327.87721993278035,459.93683336093756,328,459,0.9448447973461134
center,16,382.8300781731137,462.45075433982726,383,462,0.48171869605142603
center,17,443.0716331733288,461.7959173213902,443,462,0.21628927673302548
center,18,501.3350285394592,460.3771088715647,501,460,0.5044355491685324
center,19,554.0568891279097,458.05265820527796,554,458,0.07751941342284731
center,20,330.8262232879685,513.6415378363521,331,513,0.6646571605841567
center,21,384.9039305614228,517.0352442070428,385,517,0.10233030420463936
center,22,443.0377478684667,517.5167310157714,443,517,0.5181079465071828
center,23,499.19374602956447,514.7091027387823,499,514,0.7350947001037503
center,24,550.0775192976049,510.1425419575983,550,510,0.1622573609335527
east,0,618.3778591283694,471.04686940646104,618,471,0.38075485834605033
east,1,621.1956187885095,402.33611308084664,621,402,0.38889421895181026
east,2,618.3147249864188,332.2752504980399,618,332,0.41810842343527405
east,3,665.4377607640351,488.0508534142761,665,488,0.4407046134001468
east,4,672.4621886262275,401.7766557426784,672,402,0.513323468675117
east,5,666.4015826324346,315.71891672336426,666,315,0.8234742654181214
east,6,729.2190323604293,510.374562527937,729,511,0.6626818289162789
east,7,742.1259151025583,402.0449826514233,742,402,0.13370883284715274
east,8,729.990196363578,293.2733824479332,730,292,1.2734201859525722
north,0,376.9505907376774,585.1562808967648,377,585,0.16390544193792572
north,1,449.01252088897917,586.1211865852258,449,586,0.1218316916878453
north,2,519.1763017417293,580.238752640467,519,580,0.29679138711688924
north,3,364.87045260433575,633.7239105867264,365,633,0.7354108139659206
north,4,457.06127738746164,635.6264765927398,457,635,0.6294663132090275
north,5,543.1949013414055,624.1870713675295,543,624,0.270152233807198
north,6,347.9601716375297,702.2135843302506,348,702,0.21726611467426296
north,7,467.0368784803459,706.1415113847756,467,706,0.14623780063219116
north,8,576.1099276948834,683.1792637671751,576,683,0.210284560356187
south,0,611.0298132178143,54.96811393381438,611,55,0.043652596408886586
south,1,575.8931918244318,120.29141100964631,576,119,1.295820351053303
south,2,543.1652628744333,180.29421581002046,543,180,0.3374533457116118
south,3,518.0829196405791,224.84555841466914,518,224,0.8496144416213531
south,4,479.01768772346674,14.02710841282186,479,14,0.03236852803505471
south,5,466.07519333613374,98.11742457969535,466,97,1.1199516637365459
south,6,456.04396133292624,169.43879672166653,456,169,0.44099338060559395
south,7,447.06961129009795,219.57993577591293,447,219,0.5840986525346833
south,8,328.1171066481022,22.532802642877186,328,22,0.5455205067517159
south,9,347.3034395302864,101.71340475920016,347,100,1.7400664979793738
south,10,363.044192941221,170.8898210297539,363,170,0.8909177745707296
south,11,374.90526213383674,220.12977330042762,375,220,0.16067474222491632
west,0,268.9289752987412,328.08591858011414,269,327,1.0882387931083928
west,1,264.55970314511586,402.68865179521947,265,402,0.8173754434039869
west,2,268.6917257060215,477.74114841854964,269,477,0.8027041912476764
west,3,223.88741335483698,306.60781856946807,224,306,0.6181578811754077
west,4,217.01839486131246,403.84256271491824,217,403,0.8427634896535966
west,5,223.68482174447024,499.96666674482236,224,499,1.0167506716517296
west,6,156.31439842551475,274.5346487346234,156,273,1.5665226167046806
west,7,140.0022216961496,404.09814949045756,140,403,1.0981517378422603
west,8,156.67196439366825,531.971506719663,157,532,0.3292707488462995
