direction,point_id,x_rect,y_rect
south,0,570,426
south,1,564,526
south,2,559,626
south,3,553,719
south,4,461,423
south,5,458,525
south,6,456,625
south,7,452,718
south,8,352,423
south,9,353,523
south,10,353,623
south,11,353,717
