direction,point_id,x_rect,y_rect
east,0,73,528
east,1,72,409
east,2,70,289
east,3,173,536
east,4,172,407
east,5,170,279
east,6,291,546
east,7,289,406
east,8,287,267
east,9,429,557
east,10,426,405
east,11,423,253
