direction,point_id,x_rect,y_rect
west,0,818,275
west,1,816,412
west,2,816,551
west,3,698,265
west,4,697,411
west,5,695,557
west,6,563,255
west,7,560,409
west,8,559,565
west,9,412,243
west,10,408,408
west,11,405,574
