direction,point_id,x_rect,y_rect
center,0,331,296
center,1,385,296
center,2,439,296
center,3,493,297
center,4,546,298
center,5,330,350
center,6,385,350
center,7,439,350
center,8,493,350
center,9,547,351
center,10,330,405
center,11,384,404
center,12,439,404
center,13,494,405
center,14,546,405
center,15,330,459
center,16,384,460
center,17,439,459
center,18,493,459
center,19,547,459
center,20,330,514
center,21,384,514
center,22,439,514
center,23,493,513
center,24,547,513
